i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
20,514,User is preparing for interviews,User is preparing for interviews,goal,goal,2026-07-14,2026-04-21,1.0,DUPLICATE
20,515,User is preparing for interviews,User got a new job after interviews,goal,fact,2026-07-14,2026-05-24,0.667,EVOLVING
21,83,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-06-28,1.0,DUPLICATE
21,95,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-03-16,1.0,DUPLICATE
21,117,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-05-28,1.0,DUPLICATE
21,123,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-03-11,1.0,DUPLICATE
21,179,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-02-07,1.0,DUPLICATE
21,196,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-06-20,1.0,DUPLICATE
21,228,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-02-05,1.0,DUPLICATE
21,287,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-02-08,1.0,DUPLICATE
21,316,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-05-27,1.0,DUPLICATE
21,338,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-05-06,1.0,DUPLICATE
21,408,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-05-23,1.0,DUPLICATE
21,450,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-04-28,1.0,DUPLICATE
21,463,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-03-25,1.0,DUPLICATE
21,497,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-26,2026-06-10,1.0,DUPLICATE
22,44,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-25,1.0,DUPLICATE
22,66,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-07-16,1.0,DUPLICATE
22,130,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-07-05,0.625,RELATED
22,140,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-02-16,0.625,RELATED
22,150,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-02-28,1.0,DUPLICATE
22,176,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-03-16,1.0,DUPLICATE
22,251,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-03-23,1.0,DUPLICATE
22,266,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-09,1.0,DUPLICATE
22,298,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-03-14,1.0,DUPLICATE
22,303,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-05-12,0.625,RELATED
22,306,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-28,1.0,DUPLICATE
22,308,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-05-05,0.625,RELATED
22,314,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-04-25,0.625,RELATED
22,327,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-20,1.0,DUPLICATE
22,332,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-06,1.0,DUPLICATE
22,343,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-05-05,1.0,DUPLICATE
22,350,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-03-14,1.0,DUPLICATE
22,433,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-04-18,1.0,DUPLICATE
22,464,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-06-07,1.0,DUPLICATE
22,483,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-06-24,1.0,DUPLICATE
22,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-06-20,0.625,RELATED
22,495,User had a job interview last week,User had a job interview last week,event,event,2026-06-04,2026-02-09,1.0,DUPLICATE
22,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-06-04,2026-04-21,0.625,RELATED
22,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-06-04,2026-05-24,0.776,RELATED
23,92,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-03-18,2026-03-09,1.0,DUPLICATE
23,189,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-03-18,2026-04-04,1.0,DUPLICATE
23,422,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-03-18,2026-07-07,1.0,DUPLICATE
23,454,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-03-18,2026-07-26,1.0,DUPLICATE
24,37,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-05-09,1.0,DUPLICATE
24,67,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-02-26,1.0,DUPLICATE
24,110,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-07-23,1.0,DUPLICATE
24,147,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-05-06,1.0,DUPLICATE
24,157,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-05-31,2026-07-25,0.831,RELATED
24,158,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-05-31,2026-04-12,0.831,RELATED
24,186,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-05-31,2026-02-18,0.831,RELATED
24,206,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-04-12,1.0,DUPLICATE
24,214,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-07-24,1.0,DUPLICATE
24,289,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-06-07,1.0,DUPLICATE
24,302,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-05-31,2026-03-22,0.831,RELATED
24,337,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-04-15,1.0,DUPLICATE
24,351,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-02-15,1.0,DUPLICATE
24,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-07-07,1.0,DUPLICATE
24,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-06-30,1.0,DUPLICATE
24,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-06-15,1.0,DUPLICATE
24,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-06-10,1.0,DUPLICATE
24,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-05-31,2026-01-31,0.831,RELATED
24,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-03-18,1.0,DUPLICATE
24,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-05-31,2026-07-03,1.0,DUPLICATE
25,162,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-06-26,1.0,DUPLICATE
25,279,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-05-05,1.0,DUPLICATE
25,395,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-07-03,1.0,DUPLICATE
25,407,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-07-25,1.0,DUPLICATE
25,430,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-07-25,1.0,DUPLICATE
25,440,User likes concise answers,User likes concise answers,preference,preference,2026-07-20,2026-05-26,1.0,DUPLICATE
26,103,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-07-09,1.0,DUPLICATE
26,143,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-04-26,1.0,DUPLICATE
26,167,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-07-13,1.0,DUPLICATE
26,212,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-02-23,1.0,DUPLICATE
26,312,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-05-07,1.0,DUPLICATE
26,359,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-06-14,1.0,DUPLICATE
26,371,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-05-16,1.0,DUPLICATE
26,504,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-06-25,2026-06-25,1.0,DUPLICATE
26,505,User dislikes spicy food,User loves spicy food,preference,preference,2026-06-25,2026-07-11,0.872,CONFLICT
27,174,User's mother tongue is Marathi,User's mother tongue is Marathi,fact,fact,2026-04-09,2026-07-08,1.0,DUPLICATE
27,290,User's mother tongue is Marathi,User's mother tongue is Marathi,fact,fact,2026-04-09,2026-06-06,1.0,DUPLICATE
27,466,User's mother tongue is Marathi,User's mother tongue is Marathi,fact,fact,2026-04-09,2026-03-11,1.0,DUPLICATE
28,39,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-04-02,1.0,DUPLICATE
28,213,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-05-28,1.0,DUPLICATE
28,232,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-06-11,1.0,DUPLICATE
28,244,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-02-14,1.0,DUPLICATE
28,258,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-06-23,1.0,DUPLICATE
28,321,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-03-15,1.0,DUPLICATE
28,353,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-07-03,1.0,DUPLICATE
28,385,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-04-16,2026-07-03,1.0,DUPLICATE
29,38,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-02-07,1.0,DUPLICATE
29,49,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-05-29,1.0,DUPLICATE
29,61,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-02-10,1.0,DUPLICATE
29,76,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-01,1.0,DUPLICATE
29,85,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-08,1.0,DUPLICATE
29,131,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-02-01,1.0,DUPLICATE
29,208,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-08,1.0,DUPLICATE
29,211,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-03-30,1.0,DUPLICATE
29,234,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-06,1.0,DUPLICATE
29,237,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-02-22,1.0,DUPLICATE
29,277,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-05-15,1.0,DUPLICATE
29,286,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-03,1.0,DUPLICATE
29,322,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-07-01,1.0,DUPLICATE
29,367,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-03-26,1.0,DUPLICATE
29,391,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-03-28,1.0,DUPLICATE
29,413,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-06-13,1.0,DUPLICATE
29,432,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-07-05,1.0,DUPLICATE
29,436,Renew driving license this month,Renew driving license this month,task,task,2026-04-11,2026-04-12,1.0,DUPLICATE
30,149,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-07-04,1.0,DUPLICATE
30,161,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-03-25,1.0,DUPLICATE
30,165,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-05-09,1.0,DUPLICATE
30,166,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-07-05,1.0,DUPLICATE
30,329,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-05-13,1.0,DUPLICATE
30,341,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-04-27,1.0,DUPLICATE
30,426,Submit assignment by Monday,Submit assignment by Monday,task,task,2026-07-16,2026-03-13,1.0,DUPLICATE
31,36,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-06-28,1.0,DUPLICATE
31,60,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-03-02,1.0,DUPLICATE
31,127,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-02-11,1.0,DUPLICATE
31,164,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-04-04,1.0,DUPLICATE
31,274,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-02-11,1.0,DUPLICATE
31,360,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-02-17,1.0,DUPLICATE
31,369,User likes minimalist design,User likes minimalist design,preference,preference,2026-03-26,2026-03-07,1.0,DUPLICATE
32,74,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-05-03,1.0,DUPLICATE
32,183,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-05-10,1.0,DUPLICATE
32,293,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-05-01,1.0,DUPLICATE
32,319,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-06-23,1.0,DUPLICATE
32,381,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-03-19,1.0,DUPLICATE
32,437,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-22,2026-04-28,1.0,DUPLICATE
